Resource ID,Ethereum Token Address,Ethereum Handler Address,Ethereum Token Name,Ethereum Token Symbol,Ethereum Token Decimals,Avalanche Token Address,Avalanche Handler Address,Avalanche Token Name,Avalanche Token Symbol,Avalanche Token Decimals
000000000000000000000005079687d35b93538cbd59fe5596380cae9054a901,0x05079687D35b93538cbd59fe5596380cae9054A9,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BitSong,BTSG,18,0x0AdCF08E12Db5c232FdC890B443e05Ec9A2C623D,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bit Song,BTSG,18
000000000000000000000028dee01d53fed0edf5f6e310bf8ef9311513ae4001,0x28dee01D53FED0Edf5f6E310BF8Ef9311513Ae40,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BlitzPredict,XBP,18,0xaB5A40359BE4Ad8f1aCf57804D8bD4a196CdA6d8,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Blitz Predict,XBP,18
0000000000000000000000f8ad7dfe656188a23e89da09506adf7ad9290d5d01,0xf8aD7dFe656188A23e89da09506Adf7ad9290D5d,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Blocery Token,BLY,18,0x0f204C4C49ADe7626041482520eC2b144f44Bd15,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Blocery Token,BLY,18
0000000000000000000000acfa209fb73bf3dd5bbfb1101b9bc999c49062a501,0xAcfa209Fb73bF3Dd5bBfb1101B9Bc999C49062a5,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Blockchain Certified Data Token,BCDT,18,0x950EcCa3401C843842D19f8CC14dbd09fC348632,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Blockchain Certified Data Token,BCDT,18
0000000000000000000000340d2bde5eb28c1eed91b2f790723e3b160613b701,0x340D2bdE5Eb28c1eed91B2f790723E3B160613B7,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BLOCKv Token,VEE,18,0xA915A9360909007edbcD08d2b816D0B87bB7EFF1,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,BLOCKv,VEE,18
00000000000000000000005732046a883704404f284ce41ffadd5b007fd66801,0x5732046A883704404F284Ce41FfADd5b007FD668,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bluzelle Token,BLZ,18,0x5C74a2CaA514107AAa7e69f6b706eAB8737707b8,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bluzelle,BLZ,18
0000000000000000000000d2dda223b2617cb616c1580db421e4cfae6a8a8501,0xD2dDa223b2617cB616c1580db421e4cFAe6a8a85,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bondly Token,BONDLY,18,0x3dD0681A8511a9fB2C1AD0D3752dbEe49BbD130a,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bondly Token,BONDLY,18
00000000000000000000003e780920601d61cedb860fe9c4a90c9ea6a35e7801,0x3e780920601D61cEdb860fe9c4a90c9EA6A35E78,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Boosted Finance,BOOST,18,0xdC89e302c26aC54976E321DCfC5A43605dC29387,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Boosted Finance,BOOST,18
00000000000000000000005beabaebb3146685dd74176f68a0721f91297d3701,0x5bEaBAEBB3146685Dd74176f68a0721F91297D37,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,Bounce Token,BOT,18,0xE180ed6FC9a87212F86bf32B6EE2Ec6351BDBCb3,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,Bounce Token,BOT,18
0000000000000000000000b683d83a532e2cb7dfa5275eed3698436371cc9f01,0xb683D83a532e2Cb7DFa5275eED3698436371cc9f,0xdAC7Bb7Ce4fF441A235F08408e632FA1D799A147,BTU Protocol,BTU,18,0x33c22a61afa06083c8dc7894f4ca27a45B89A5b5,0x96B845aBE346b49135B865E5CeDD735FC448C3aD,BTUProtocol,BTU,18
